DOCUMENT_ID,DATE,YRMO,YEAR,MONTH,DAY,NAME,CORRECTED_ID,AFFILIATION,MILT,CABT,PMNT,INFORMAL,TRAININGSET_SELECTION,TRAININGSET_VALUE,TRAININGSET_ISSUE
d19990900_bavrinenko.txt,19990900,199909,1999,9,0,Bavrinenko,,Military,1,0,0,1,0,NA,NA
d19990900_gorelik.txt,19990900,199909,1999,9,0,Gorelik,,Military,1,0,0,1,0,NA,NA
d19990900_kolyadin.txt,19990900,199909,1999,9,0,Kolyadin,,Military,1,0,0,1,0,NA,NA
d19990900_krasnov.txt,19990900,199909,1999,9,0,Krasnov,,Military,1,0,0,1,0,NA,NA
d19990900_krinitskiy.txt,19990900,199909,1999,9,0,Krinitskiy,,Military,1,0,0,1,0,NA,NA
d19990900_plashenkov.txt,19990900,199909,1999,9,0,Plashenkov,,Military,1,0,0,1,0,NA,NA
d19990900_pozharov.txt,19990900,199909,1999,9,0,Pozharov,,Military,1,0,0,1,0,NA,NA
d19990900_rubinchik.txt,19990900,199909,1999,9,0,Rubinchik,,Military,1,0,0,1,0,NA,NA
d19990900_sitnov.txt,19990900,199909,1999,9,0,Sitnov,,Military,1,0,0,1,0,NA,NA
d19990900_staskov.txt,19990900,199909,1999,9,0,Staskov,,Military,1,0,0,0,0,NA,NA
d19990900_tkachev.txt,19990900,199909,1999,9,0,Tkachev,,Military,1,0,0,1,0,NA,NA
d19990900_yefimov.txt,19990900,199909,1999,9,0,Yefimov,,Military,1,0,0,1,0,NA,NA
d19990900_zakharov.txt,19990900,199909,1999,9,0,Zakharov,,Military,1,0,0,1,0,NA,NA
d19990900_zalogin.txt,19990900,199909,1999,9,0,Zalogin,,Military,1,0,0,0,0,NA,NA
d19990909_yakubov.txt,19990909,199909,1999,9,9,Yakubov,,Military,1,0,0,0,0,NA,NA
d19990910_avilov.txt,19990910,199909,1999,9,10,Avilov,,Military,1,0,0,1,0,NA,NA
d19990920_zbdulatipov.txt,19990920,199909,1999,9,20,Abdulatipov,d19990920_abdulatipov.txt,Political,0,0,0,1,0,NA,NA
d19990922_zhirinovsky.txt,19990922,199909,1999,9,22,Zhirinovsky,,Political,0,0,1,0,0,NA,NA
d19990929_zhirinovsky.txt,19990929,199909,1999,9,29,Zhirinovsky,,Political,0,0,1,0,0,NA,NA
d19991006_zhirinovsky.txt,19991006,199910,1999,10,6,Zhirinovsky,,Political,0,0,1,0,0,NA,NA
d19991022_zhukov.txt,19991022,199910,1999,10,22,Zhukov,,Political,0,1,0,0,0,NA,NA
d19991100_boboshko.txt,19991100,199911,1999,11,0,Boboshko,,Military,1,0,0,1,0,NA,NA
d19991100_dezhin.txt,19991100,199911,1999,11,0,Dezhin,,Military,1,0,0,1,0,NA,NA
d19991100_dubok.txt,19991100,199911,1999,11,0,Dubok,,Military,1,0,0,1,0,NA,NA
d19991100_editorial.txt,19991100,199911,1999,11,0,Editorial,,Military,1,0,0,1,0,NA,NA
d19991100_ivanov.txt,19991100,199911,1999,11,0,Ivanov,,Military,1,1,0,0,0,NA,NA
d19991100_karatuyev.txt,19991100,199911,1999,11,0,Karatuyev,,Military,1,0,0,1,0,NA,NA
d19991100_khayev.txt,19991100,199911,1999,11,0,Khayev,,Military,1,0,0,1,0,NA,NA
d19991100_kirillov.txt,19991100,199911,1999,11,0,Kirillov,,Military,1,0,0,1,0,NA,NA
d19991100_kozlov.txt,19991100,199911,1999,11,0,Kozlov,,Military,1,0,0,1,0,NA,NA
d19991100_kuroyedov.txt,19991100,199911,1999,11,0,Kuroyedov,,Military,1,0,0,0,1,1,0
d19991100_menshikov.txt,19991100,199911,1999,11,0,Menshikov,,Military,1,0,0,1,0,NA,NA
d19991100_radchuk.txt,19991100,199911,1999,11,0,Radchuk,,Military,1,0,0,1,0,NA,NA
d19991100_shramchenko.txt,19991100,199911,1999,11,0,Shramchenko,,Military,1,0,0,1,0,NA,NA
d19991100_vorobyev.txt,19991100,199911,1999,11,0,Vorobyev,,Military,1,0,0,1,0,NA,NA
d19991100_yasyukov.txt,19991100,199911,1999,11,0,Yasyukov,,Military,1,0,0,1,0,NA,NA
d19991106_geniatulin.txt,19991106,199911,1999,11,6,Geniatulin,,Political,0,0,0,1,0,NA,NA
d19991112_borodin.txt,19991112,199911,1999,11,12,Borodin,,Political,0,0,0,1,0,NA,NA
d19991112_kulakov.txt,19991112,199911,1999,11,12,Kulakov,,Military,1,0,0,1,0,NA,NA
d19991118_artamonov.txt,19991118,199911,1999,11,18,Artamonov,,Military,1,0,0,1,0,NA,NA
d19991118_yakubov.txt,19991118,199911,1999,11,18,Yakubov,,Military,1,0,0,0,0,NA,NA
d19991120_averyanov.txt,19991120,199911,1999,11,20,Averyanov,,Military,1,0,0,1,0,NA,NA
d19991123_ivanov.txt,19991123,199911,1999,11,23,Ivanov,,Political,0,1,0,0,0,NA,NA
d19991123_zolotov.txt,19991123,199911,1999,11,23,Zolotov,,Military,1,0,0,1,1,0,0
d19991130_yakovlev.txt,19991130,199911,1999,11,30,Yakovlev,,Military,1,0,0,0,0,NA,NA
d19991204_kuroyedov.txt,19991204,199912,1999,12,4,Kuroyedov,,Military,1,0,0,0,0,NA,NA
d19991208_zhirinovsky.txt,19991208,199912,1999,12,8,Zhirinovsky,,Political,0,0,1,0,1,0,0
d19991210_karaganov.txt,19991210,199912,1999,12,10,Karaganov,,Political,0,0,0,1,0,NA,NA
d19991221_lapshin.txt,19991221,199912,1999,12,21,Lapshin,,Military,1,0,0,1,0,NA,NA
d19991231_putin.txt,19991231,199912,1999,12,31,Putin,,Political,0,1,0,0,0,NA,NA
d19991231_putin1.txt,19991231,199912,1999,12,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000100_arzhayev.txt,20000100,200001,2000,1,0,Arzhayev,,Military,1,0,0,1,0,NA,NA
d20000100_bobylov.txt,20000100,200001,2000,1,0,Bobylov,,Military,1,0,0,1,0,NA,NA
d20000100_gareyev.txt,20000100,200001,2000,1,0,Gareyev,,Military,1,0,0,1,0,NA,NA
d20000100_isakov.txt,20000100,200001,2000,1,0,Isakov,,Military,1,0,0,0,0,NA,NA
d20000100_korabelnikov.txt,20000100,200001,2000,1,0,Korabelnikov,,Military,1,0,0,0,0,NA,NA
d20000100_kreydin.txt,20000100,200001,2000,1,0,Kreydin,,Military,1,0,0,1,0,NA,NA
d20000100_kulakov.txt,20000100,200001,2000,1,0,Kulakov,,Military,1,0,0,1,0,NA,NA
d20000100_mikhaylovsky.txt,20000100,200001,2000,1,0,Mikhaylovsky,,Military,1,0,0,1,0,NA,NA
d20000100_rakhmanov.txt,20000100,200001,2000,1,0,Rakhmanov,,Military,1,0,0,1,0,NA,NA
d20000100_sokolov.txt,20000100,200001,2000,1,0,Sokolov,,Military,1,0,0,1,0,NA,NA
d20000100_tsigichko.txt,20000100,200001,2000,1,0,Tsigichko,,Military,1,0,0,1,0,NA,NA
d20000100_vorobyev.txt,20000100,200001,2000,1,0,Vorobyev,,Military,1,0,0,1,0,NA,NA
d20000100_yevstafyev.txt,20000100,200001,2000,1,0,Yevstafyev,,Military,1,0,0,1,0,NA,NA
d20000101_arzhayev.txt,20000101,200001,2000,1,1,Arzhayev,,Military,1,0,0,1,0,NA,NA
d20000101_bobylov.txt,20000101,200001,2000,1,1,Bobylov,,Military,1,0,0,1,0,NA,NA
d20000101_gareyev.txt,20000101,200001,2000,1,1,Gareyev,,Military,1,0,0,1,0,NA,NA
d20000101_isakov.txt,20000101,200001,2000,1,1,Isakov,,Military,1,0,0,0,0,NA,NA
d20000101_korabelnikov.txt,20000101,200001,2000,1,1,Korabelnikov,,Military,1,0,0,0,0,NA,NA
d20000101_kreydin.txt,20000101,200001,2000,1,1,Kreydin,,Military,1,0,0,1,0,NA,NA
d20000101_kulakov.txt,20000101,200001,2000,1,1,Kulakov,,Military,1,0,0,1,0,NA,NA
d20000101_mikhaylovsky.txt,20000101,200001,2000,1,1,Mikhaylovsky,,Military,1,0,0,1,0,NA,NA
d20000101_rakhmanov.txt,20000101,200001,2000,1,1,Rakhmanov,,Military,1,0,0,1,0,NA,NA
d20000101_sokolov.txt,20000101,200001,2000,1,1,Sokolov,,Military,1,0,0,1,0,NA,NA
d20000101_tsygichko.txt,20000101,200001,2000,1,1,Tsygichko,,Military,1,0,0,1,0,NA,NA
d20000101_vorobyev.txt,20000101,200001,2000,1,1,Vorobyev,,Military,1,0,0,1,0,NA,NA
d20000101_yevstafyev.txt,20000101,200001,2000,1,1,Yevstafyev,,Military,1,0,0,1,0,NA,NA
d20000104_putin.txt,20000104,200001,2000,1,4,Putin,,Political,0,1,0,0,0,NA,NA
d20000105_putin.txt,20000105,200001,2000,1,5,Putin,,Political,0,1,0,0,0,NA,NA
d20000111_putin.txt,20000111,200001,2000,1,11,Putin,,Political,0,1,0,0,0,NA,NA
d20000112_putin.txt,20000112,200001,2000,1,12,Putin,,Political,0,1,0,0,0,NA,NA
d20000113_putin.txt,20000113,200001,2000,1,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000113_putin1.txt,20000113,200001,2000,1,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000115_putin.txt,20000115,200001,2000,1,15,Putin,,Political,0,1,0,0,0,NA,NA
d20000118_putin.txt,20000118,200001,2000,1,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000118_putin1.txt,20000118,200001,2000,1,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000121_putin.txt,20000121,200001,2000,1,21,Putin,,Political,0,1,0,0,0,NA,NA
d20000123_putin.txt,20000123,200001,2000,1,23,Putin,,Political,0,1,0,0,0,NA,NA
d20000124_putin.txt,20000124,200001,2000,1,24,Putin,,Political,0,1,0,0,0,NA,NA
d20000126_putin.txt,20000126,200001,2000,1,26,Putin,,Political,0,1,0,0,0,NA,NA
d20000126_putin1.txt,20000126,200001,2000,1,26,Putin,,Political,0,1,0,0,0,NA,NA
d20000128_putin.txt,20000128,200001,2000,1,28,Putin,,Political,0,1,0,0,0,NA,NA
d20000131_putin.txt,20000131,200001,2000,1,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000131_putin1.txt,20000131,200001,2000,1,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000201_putin.txt,20000201,200002,2000,2,1,Putin,,Political,0,1,0,0,0,NA,NA
d20000204_putin.txt,20000204,200002,2000,2,4,Putin,,Political,0,1,0,0,0,NA,NA
d20000207_putin.txt,20000207,200002,2000,2,7,Putin,,Political,0,1,0,0,0,NA,NA
d20000208_putin.txt,20000208,200002,2000,2,8,Putin,,Political,0,1,0,0,0,NA,NA
d20000209_putin.txt,20000209,200002,2000,2,9,Putin,,Political,0,1,0,0,0,NA,NA
d20000215_putin.txt,20000215,200002,2000,2,15,Putin,,Political,0,1,0,0,0,NA,NA
d20000216_putin.txt,20000216,200002,2000,2,16,Putin,,Political,0,1,0,0,0,NA,NA
d20000218_putin.txt,20000218,200002,2000,2,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000218_putin1.txt,20000218,200002,2000,2,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000218_putin2.txt,20000218,200002,2000,2,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000218_putin3.txt,20000218,200002,2000,2,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000219_kormiltsev.txt,20000219,200002,2000,2,19,Kormiltsev,,Military,1,0,0,0,0,NA,NA
d20000221_putin.txt,20000221,200002,2000,2,21,Putin,,Political,0,1,0,0,0,NA,NA
d20000222_putin.txt,20000222,200002,2000,2,22,Putin,,Political,0,1,0,0,0,NA,NA
d20000222_zyuganov.txt,20000222,200002,2000,2,22,Zyuganov,,Political,0,0,0,0,0,NA,NA
d20000223_putin.txt,20000223,200002,2000,2,23,Putin,,Political,0,1,0,0,0,NA,NA
d20000223_putin1.txt,20000223,200002,2000,2,23,Putin,,Political,0,1,0,0,0,NA,NA
d20000224_putin.txt,20000224,200002,2000,2,24,Putin,,Political,0,1,0,0,1,99,99
d20000224_putin1.txt,20000224,200002,2000,2,24,Putin,,Political,0,1,0,0,0,NA,NA
d20000225_putin.txt,20000225,200002,2000,2,25,Putin,,Political,0,1,0,0,0,NA,NA
d20000225_putin1.txt,20000225,200002,2000,2,25,Putin,,Political,0,1,0,0,0,NA,NA
d20000227_putin.txt,20000227,200002,2000,2,27,Putin,,Political,0,1,0,0,0,NA,NA
d20000228_putin.txt,20000228,200002,2000,2,28,Putin,,Political,0,1,0,0,0,NA,NA
d20000301_azarov.txt,20000301,200003,2000,3,1,Azarov,,Military,1,0,0,1,0,NA,NA
d20000301_burenok.txt,20000301,200003,2000,3,1,Burenok,,Military,1,0,0,1,0,NA,NA
d20000301_chugunov.txt,20000301,200003,2000,3,1,Chugunov,,Military,1,0,0,1,0,NA,NA
d20000301_gareyev.txt,20000301,200003,2000,3,1,Gareyev,,Military,1,0,0,1,0,NA,NA
d20000301_ivanov.txt,20000301,200003,2000,3,1,Ivanov,,Military,1,1,0,0,0,NA,NA
d20000301_karpov.txt,20000301,200003,2000,3,1,Karpov,,Military,1,0,0,0,0,NA,NA
d20000301_karpov1.txt,20000301,200003,2000,3,1,Karpov,,Military,1,0,0,0,0,NA,NA
d20000301_kolesnikov.txt,20000301,200003,2000,3,1,Kolesnikov,,Military,1,0,1,0,0,NA,NA
d20000301_korabelnikov.txt,20000301,200003,2000,3,1,Korabelnikov,,Military,1,0,0,0,0,NA,NA
d20000301_ponomarenko.txt,20000301,200003,2000,3,1,Ponomarenko,,Military,1,0,0,1,0,NA,NA
d20000301_putin.txt,20000301,200003,2000,3,1,Putin,,Political,0,1,0,0,0,NA,NA
d20000301_sokolov.txt,20000301,200003,2000,3,1,Sokolov,,Military,1,0,0,1,0,NA,NA
d20000301_yevstafyev.txt,20000301,200003,2000,3,1,Yevstafyev,,Military,1,0,0,1,0,NA,NA
d20000301_zaritskiy.txt,20000301,200003,2000,3,1,Zaritskiy,,Military,1,0,0,1,0,NA,NA
d20000301_zaytsev.txt,20000301,200003,2000,3,1,Zaytsev,,Military,1,0,0,1,0,NA,NA
d20000301_zelenkov.txt,20000301,200003,2000,3,1,Zelenkov,,Military,1,0,0,1,0,NA,NA
d20000301_zyuganov.txt,20000301,200003,2000,3,1,Zyuganov,,Political,0,0,0,0,0,NA,NA
d20000302_yazev.txt,20000302,200003,2000,3,2,Yazev,,Political,0,0,1,0,0,NA,NA
d20000303_putin.txt,20000303,200003,2000,3,3,Putin,,Political,0,1,0,0,0,NA,NA
d20000303_putin1.txt,20000303,200003,2000,3,3,Putin,,Political,0,1,0,0,0,NA,NA
d20000303_putin2.txt,20000303,200003,2000,3,3,Putin,,Political,0,1,0,0,0,NA,NA
d20000303_putin3.txt,20000303,200003,2000,3,3,Putin,,Political,0,1,0,0,0,NA,NA
d20000305_putin.txt,20000305,200003,2000,3,5,Putin,,Political,0,1,0,0,0,NA,NA
d20000307_putin.txt,20000307,200003,2000,3,7,Putin,,Political,0,1,0,0,0,NA,NA
d20000307_putin1.txt,20000307,200003,2000,3,7,Putin,,Political,0,1,0,0,0,NA,NA
d20000307_putin2.txt,20000307,200003,2000,3,7,Putin,,Political,0,1,0,0,0,NA,NA
d20000308_kazantsev.txt,20000308,200003,2000,3,8,Kazantsev,,Military,1,0,0,0,0,NA,NA
d20000310_putin.txt,20000310,200003,2000,3,10,Putin,,Political,0,1,0,0,0,NA,NA
d20000311_putin.txt,20000311,200003,2000,3,11,Putin,,Political,0,1,0,0,1,1,1
d20000313_putin.txt,20000313,200003,2000,3,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000313_putin1.txt,20000313,200003,2000,3,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000313_putin2.txt,20000313,200003,2000,3,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000314_yusupov.txt,20000314,200003,2000,3,14,Yusupov,,Military,1,0,1,1,0,NA,NA
d20000315_putin.txt,20000315,200003,2000,3,15,Putin,,Political,0,1,0,0,0,NA,NA
d20000315_putin1.txt,20000315,200003,2000,3,15,Putin,,Political,0,1,0,0,0,NA,NA
d20000315_putin2.txt,20000315,200003,2000,3,15,Putin,,Political,0,1,0,0,0,NA,NA
d20000316_putin.txt,20000316,200003,2000,3,16,Putin,,Political,0,1,0,0,0,NA,NA
d20000316_putin1.txt,20000316,200003,2000,3,16,Putin,,Political,0,1,0,0,0,NA,NA
d20000317_putin.txt,20000317,200003,2000,3,17,Putin,,Political,0,1,0,0,0,NA,NA
d20000318_putin.txt,20000318,200003,2000,3,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000318_putin1.txt,20000318,200003,2000,3,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000318_putin2.txt,20000318,200003,2000,3,18,Putin,,Political,0,1,0,0,0,NA,NA
d20000320_putin.txt,20000320,200003,2000,3,20,Putin,,Political,0,1,0,0,0,NA,NA
d20000321_putin.txt,20000321,200003,2000,3,21,Putin,,Political,0,1,0,0,0,NA,NA
d20000321_putin1.txt,20000321,200003,2000,3,21,Putin,,Political,0,1,0,0,0,NA,NA
d20000321_putin2.txt,20000321,200003,2000,3,21,Putin,,Political,0,1,0,0,0,NA,NA
d20000322_putin.txt,20000322,200003,2000,3,22,Putin,,Political,0,1,0,0,0,NA,NA
d20000322_putin1.txt,20000322,200003,2000,3,22,Putin,,Political,0,1,0,0,0,NA,NA
d20000324_makarov.txt,20000324,200003,2000,3,24,Makarov,,Military,1,0,0,0,0,NA,NA
d20000324_putin.txt,20000324,200003,2000,3,24,Putin,,Political,0,1,0,0,0,NA,NA
d20000324_putin1.txt,20000324,200003,2000,3,24,Putin,,Political,0,1,0,0,0,NA,NA
d20000326_putin.txt,20000326,200003,2000,3,26,Putin,,Political,0,1,0,0,0,NA,NA
d20000327_pavlovsky.txt,20000327,200003,2000,3,27,Pavlovsky,,Political,0,0,0,1,0,NA,NA
d20000327_prizemlin.txt,20000327,200003,2000,3,27,Prizemlin,,Military,1,0,0,1,0,NA,NA
d20000327_putin.txt,20000327,200003,2000,3,27,Putin,,Political,0,1,0,0,0,NA,NA
d20000327_putin1.txt,20000327,200003,2000,3,27,Putin,,Political,0,1,0,0,0,NA,NA
d20000328_putin.txt,20000328,200003,2000,3,28,Putin,,Political,0,1,0,0,0,NA,NA
d20000331_putin.txt,20000331,200003,2000,3,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000331_putin1.txt,20000331,200003,2000,3,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000331_putin2.txt,20000331,200003,2000,3,31,Putin,,Political,0,1,0,0,0,NA,NA
d20000401_zyuganov.txt,20000401,200004,2000,4,1,Zyuganov,,Political,0,0,0,0,0,NA,NA
d20000405_putin.txt,20000405,200004,2000,4,5,Putin,,Political,0,1,0,0,0,NA,NA
d20000408_azarov.txt,20000408,200004,2000,4,8,Azarov,,Military,1,0,0,1,0,NA,NA
d20000411_putin.txt,20000411,200004,2000,4,11,Putin,,Political,0,1,0,0,0,NA,NA
d20000413_putin.txt,20000413,200004,2000,4,13,Putin,,Political,0,1,0,0,0,NA,NA
d20000414_putin.txt,20000414,200004,2000,4,14,Putin,,Political,0,1,0,0,0,NA,NA
d20000414_putin1.txt,20000414,200004,2000,4,14,Putin,,Political,0,1,0,0,0,NA,NA
d20000415_putin.txt,20000415,200004,2000,4,15,Putin,,Political,0,1,0,0,0,NA,NA
