DOCUMENT_ID,TRAININGSET_SELECTION,TRAININGSET_VALUE,TRAININGSET_ISSUE
d20000501_azarov.txt,0,,
d20000501_bakhmistrov.txt,0,,
d20000501_budyayev.txt,0,,
d20000501_bukreyev.txt,0,,
d20000501_fedorov.txt,0,,
d20000501_gareyev.txt,0,,
d20000501_ionin.txt,0,,
d20000501_karatuyev.txt,0,,
d20000501_karpov.txt,0,,
d20000501_khachatryan.txt,0,,
d20000501_klimenko.txt,0,,
d20000501_kreydin.txt,0,,
d20000501_ostroumov.txt,0,,
d20000501_rt.txt,0,,
d20000501_tyushkevich.txt,0,,
d20000501_vorobyev.txt,0,,
d20000501_zolotov.txt,0,,
d20000502_shamanov.txt,0,,
d20000503_putin.txt,0,,
d20000503_putin1.txt,0,,
d20000506_putin.txt,0,,
d20000507_putin.txt,0,,
d20000507_putin1.txt,0,,
d20000507_putin2.txt,0,,
d20000507_putin3.txt,0,,
d20000509_putin.txt,0,,
d20000509_putin1.txt,0,,
d20000515_putin.txt,0,,
d20000516_ivashov.txt,0,,
d20000517_putin.txt,0,,
d20000517_putin1.txt,0,,
d20000518_yanov.txt,0,,
d20000519_putin.txt,0,,
d20000519_putin1.txt,0,,
d20000520_naymilo.txt,0,,
d20000522_putin.txt,0,,
d20000522_putin1.txt,0,,
d20000522_putin2.txt,0,,
d20000523_putin.txt,1,99,99
d20000523_putin1.txt,0,,
d20000526_putin.txt,0,,
d20000527_putin.txt,0,,
d20000527_putin1.txt,0,,
d20000527_putin2.txt,1,99,99
d20000529_putin.txt,0,,
d20000530_putin.txt,0,,
d20000531_putin.txt,0,,
d20000531_putin1.txt,0,,
d20000601_putin.txt,0,,
d20000602_putin.txt,0,,
d20000602_putin1.txt,0,,
d20000603_kuroyedov.txt,0,,
d20000604_putin.txt,0,,
d20000605_putin.txt,0,,
d20000606_putin.txt,0,,
d20000606_putin1.txt,0,,
d20000609_putin.txt,0,,
d20000611_putin.txt,0,,
d20000612_putin.txt,0,,
d20000612_putin1.txt,0,,
d20000614_gorobets.txt,0,,
d20000614_putin.txt,0,,
d20000614_putin1.txt,0,,
d20000616_putin.txt,0,,
d20000617_putin.txt,0,,
d20000617_putin1.txt,0,,
d20000619_putin.txt,0,,
d20000621_mikhaylov.txt,0,,
d20000629_putin.txt,0,,
d20000630_putin.txt,0,,
d20000701_akhmerov.txt,0,,
d20000701_andreyev.txt,0,,
d20000701_bulgakov.txt,0,,
d20000701_fedorov.txt,0,,
d20000701_gudkov.txt,0,,
d20000701_ivashov.txt,0,,
d20000701_kornukov.txt,0,,
d20000701_kovalev.txt,0,,
d20000701_kreydin.txt,0,,
d20000701_kuroyedov.txt,0,,
d20000701_petrichenko.txt,0,,
d20000701_romanov.txt,0,,
d20000701_shramchenko.txt,0,,
d20000701_sokolov.txt,0,,
d20000701_yelyushkin.txt,0,,
d20000701_zhikharskiy.txt,0,,
d20000704_putin.txt,0,,
d20000705_putin.txt,0,,
d20000705_putin1.txt,0,,
d20000705_putin2.txt,0,,
d20000706_putin.txt,0,,
d20000706_solovtsov.txt,0,,
d20000708_putin.txt,0,,
d20000711_karaganov.txt,0,,
d20000711_putin.txt,0,,
d20000711_putin.txt,0,,
d20000711_putin1.txt,0,,
d20000712_pavlovsky.txt,0,,
d20000712_putin.txt,0,,
d20000714_putin.txt,0,,
d20000714_putin1.txt,0,,
d20000714_putin2.txt,0,,
d20000714_putin3.txt,0,,
d20000714_zolotarev.txt,0,,
d20000715_nikonov.txt,0,,
d20000716_putin.txt,0,,
d20000717_putin.txt,0,,
d20000718_putin.txt,0,,
d20000718_putin1.txt,0,,
d20000719_putin.txt,0,,
d20000721_arbatova.txt,0,,
d20000721_gareyev.txt,0,,
d20000721_putin.txt,0,,
d20000722_putin.txt,0,,
d20000723_putin.txt,0,,
d20000724_putin.txt,0,,
d20000725_dzasokhov.txt,0,,
d20000726_dzasokhov.txt,0,,
d20000726_putin.txt,0,,
d20000726_zatulin.txt,0,,
d20000727_putin.txt,0,,
d20000727_putin1.txt,0,,
d20000728_dubinin.txt,0,,
d20000728_kuroyedov.txt,0,,
d20000728_putin.txt,1,0,0
d20000729_isakov.txt,0,,
d20000729_nikonov.txt,0,,
d20000729_putin.txt,0,,
d20000730_putin.txt,0,,
d20000731_kazantsev.txt,0,,
d20000731_zatulin.txt,0,,
d20000801_nikonov.txt,0,,
d20000801_shpak.txt,0,,
d20000802_putin.txt,0,,
d20000802_putin1.txt,0,,
d20000802_shpak.txt,0,,
d20000803_putin.txt,0,,
d20000807_manilov.txt,0,,
d20000808_nikonov.txt,0,,
d20000808_nikonov1.txt,0,,
d20000809_putin.txt,0,,
d20000809_sheyenkov.txt,0,,
d20000811_putin.txt,0,,
d20000816_pavlovsky.txt,0,,
d20000816_putin.txt,0,,
d20000817_glazyev.txt,0,,
d20000818_chechevatov.txt,0,,
d20000819_serebryakov.txt,0,,
d20000820_putin.txt,0,,
d20000821_putin.txt,0,,
d20000823_putin.txt,0,,
d20000825_kogatko.txt,0,,
d20000826_yavlinsky.txt,0,,
d20000828_putin.txt,0,,
d20000829_baluyevsky.txt,0,,
d20000831_kvashnin.txt,0,,
d20000831_putin.txt,0,,
d20000831_putin1.txt,0,,
d20000901_belyanin.txt,0,,
d20000901_bulatov.txt,0,,
d20000901_fadeyev.txt,0,,
d20000901_fedorov.txt,0,,
d20000901_fesenko.txt,0,,
d20000901_frolov.txt,1,0,0
d20000901_gareyev.txt,0,,
d20000901_gorelik.txt,0,,
d20000901_kostyayev.txt,0,,
d20000901_kvachkov.txt,0,,
d20000901_masyagin.txt,0,,
d20000901_menshikov.txt,0,,
d20000901_okhotnikov.txt,0,,
d20000901_pavlov.txt,0,,
d20000901_putin.txt,0,,
d20000901_putin1.txt,0,,
d20000901_sviridov.txt,0,,
d20000901_vakhmistrov.txt,0,,
d20000901_zaytsev.txt,0,,
d20000901_zhikharskiy.txt,0,,
d20000903_putin.txt,0,,
d20000903_putin1.txt,0,,
d20000903_putin2.txt,0,,
d20000905_putin.txt,0,,
d20000905_putin1.txt,1,0,0
d20000905_putin2.txt,0,,
d20000906_putin.txt,0,,
d20000906_putin1.txt,0,,
d20000908_putin.txt,0,,
d20000908_putin1.txt,0,,
d20000908_putin2.txt,0,,
d20000909_nikonov.txt,0,,
d20000911_putin.txt,0,,
d20000913_putin.txt,0,,
d20000913_zhirinovsky.txt,0,,
d20000913_zhirinovsky1.txt,0,,
d20000914_glazyev.txt,0,,
d20000914_kuroyedov.txt,0,,
d20000918_putin.txt,0,,
d20000920_putin.txt,0,,
d20000920_zolotarev.txt,0,,
d20000921_putin.txt,0,,
d20000922_zolotarev.txt,0,,
d20000923_nikonov.txt,0,,
d20000925_putin.txt,0,,
d20000926_putin.txt,0,,
d20000926_putin1.txt,0,,
d20000926_slutskiy.txt,0,,
d20000927_putin.txt,0,,
d20000927_zatulin.txt,0,,
d20000928_dubinin.txt,0,,
d20000928_putin.txt,0,,
d20000929_putin.txt,0,,
d20000929_putin1.txt,0,,
d20000930_putin.txt,0,,
d20001001_putin.txt,0,,
d20001001_zyuganov.txt,0,,
d20001003_musatov.txt,0,,
d20001003_putin.txt,0,,
d20001003_putin1.txt,0,,
d20001003_yavlinsky.txt,0,,
d20001003_zavarzin.txt,0,,
d20001004_putin.txt,0,,
d20001005_putin.txt,0,,
d20001005_putin1.txt,0,,
d20001005_putin2.txt,0,,
d20001005_putin3.txt,0,,
d20001006_putin.txt,0,,
d20001006_putin1.txt,0,,
d20001007_nikonov.txt,0,,
d20001009_putin.txt,0,,
d20001010_putin.txt,0,,
d20001010_putin1.txt,0,,
d20001011_pavlovsky.txt,1,99,99
d20001011_putin.txt,0,,
d20001012_putin.txt,1,0,1
d20001012_sharavin.txt,0,,
d20001013_arbatova.txt,0,,
d20001013_lukin.txt,0,,
d20001013_markin.txt,0,,
d20001013_troshev.txt,0,,
d20001014_nikolaev.txt,0,,
d20001016_putin.txt,0,,
d20001017_putin.txt,0,,
d20001019_putin.txt,0,,
d20001020_kuroyedov.txt,0,,
d20001020_putin.txt,0,,
d20001021_nikonov.txt,0,,
d20001023_putin.txt,0,,
d20001024_dzasokhov.txt,0,,
d20001024_yavlinsky.txt,1,99,99
d20001025_kuroyedov.txt,1,99,99
d20001026_dzasokhov.txt,0,,
d20001026_putin.txt,0,,
d20001027_pavlovsky.txt,0,,
d20001027_putin.txt,0,,
d20001030_putin.txt,0,,
d20001030_putin1.txt,0,,
d20001030_putin2.txt,0,,
d20001031_gareyev.txt,0,,
d20001031_kulikov.txt,0,,
d20001031_putin.txt,0,,
d20001031_sharavin.txt,0,,
d20001101_arzhayev.txt,0,,
d20001101_barmas.txt,0,,
d20001101_cheltsov.txt,0,,
d20001101_gareyev.txt,0,,
d20001101_ilyin.txt,0,,
d20001101_kazantsev.txt,0,,
d20001101_kornukov.txt,0,,
d20001101_kosovan.txt,0,,
d20001101_krasnov.txt,0,,
d20001101_mansurov.txt,0,,
d20001101_moiseyenko.txt,0,,
d20001101_motsak.txt,0,,
d20001101_nikonov.txt,0,,
d20001101_panin.txt,0,,
d20001101_pozharov.txt,0,,
d20001101_rushkin.txt,0,,
d20001101_ryvkin.txt,0,,
d20001101_tsymbal.txt,0,,
d20001101_zelenkov.txt,0,,
d20001101_zubachev.txt,0,,
d20001102_adamishin.txt,0,,
d20001102_zyuganov.txt,0,,
d20001104_nikonov.txt,0,,
d20001104_zyuganov.txt,0,,
d20001108_karaganov.txt,0,,
d20001108_putin.txt,0,,
d20001108_putin1.txt,0,,
d20001108_putin2.txt,0,,
d20001109_lukin.txt,0,,
d20001109_putin.txt,0,,
d20001109_putin1.txt,0,,
d20001109_putin2.txt,0,,
d20001109_putin3.txt,0,,
d20001110_yavlinsky.txt,0,,
d20001110_zyuganov.txt,0,,
d20001114_putin.txt,0,,
d20001114_putin.txt,0,,
d20001114_putin1.txt,0,,
d20001114_zyuganov.txt,1,1,1
d20001115_putin.txt,0,,
d20001115_putin1.txt,0,,
d20001116_arbatov.txt,0,,
d20001116_yazev.txt,0,,
d20001117_arbatov.txt,0,,
d20001117_putin.txt,0,,
d20001117_putin1.txt,0,,
d20001117_putin2.txt,0,,
d20001118_nikonov.txt,0,,
d20001118_putin.txt,0,,
d20001120_putin.txt,0,,
d20001121_baluyevsky.txt,0,,
d20001121_putin.txt,0,,
d20001121_putin1.txt,0,,
d20001121_putin2.txt,0,,
d20001122_kulikov.txt,0,,
d20001122_putin.txt,0,,
d20001122_putin1.txt,0,,
d20001122_putin2.txt,0,,
d20001123_baluyevsky.txt,0,,
d20001123_dubinin.txt,0,,
d20001123_putin.txt,0,,
d20001124_putin.txt,0,,
d20001125_kovalev.txt,1,99,99
d20001127_putin.txt,0,,
d20001127_putin1.txt,0,,
d20001128_arbatov.txt,0,,
d20001128_slutskiy.txt,0,,
d20001129_gromov.txt,0,,
d20001129_pletneva.txt,0,,
d20001129_putin.txt,0,,
d20001130_putin.txt,0,,
d20001130_yakubov.txt,0,,
d20001130_yavlinsky.txt,0,,
d20001201_gareyev.txt,0,,
d20001201_putin.txt,0,,
d20001201_putin1.txt,0,,
d20001201_zyuganov.txt,0,,
d20001202_nikonov.txt,0,,
d20001202_putin.txt,0,,
d20001204_pavlovsky.txt,0,,
d20001204_putin.txt,0,,
d20001205_karasin.txt,0,,
d20001209_pavlovsky.txt,0,,
d20001209_putin.txt,0,,
d20001209_putin1.txt,0,,
d20001210_morozov.txt,0,,
d20001212_putin.txt,0,,
d20001212_putin1.txt,0,,
d20001214_putin.txt,0,,
d20001214_putin1.txt,0,,
d20001215_putin.txt,0,,
d20001215_zhirinovsky.txt,0,,
d20001216_dzasokhov.txt,0,,
d20001216_nikonov.txt,0,,
d20001216_putin.txt,0,,
d20001218_putin.txt,0,,
d20001219_putin.txt,0,,
d20001220_putin.txt,0,,
d20001221_putin.txt,0,,
d20001222_arbatov.txt,0,,
d20001222_nikonov.txt,0,,
d20001222_putin.txt,0,,
d20001222_putin1.txt,0,,
d20001222_putin2.txt,0,,
d20001222_putin3.txt,0,,
d20001222_putin4.txt,0,,
d20001225_putin.txt,0,,
d20001225_putin1.txt,0,,
d20001226_karaganov.txt,0,,
d20001226_putin.txt,0,,
d20001226_sergeyev.txt,0,,
d20001227_kuroyedov.txt,0,,
d20001227_putin.txt,0,,
d20001227_putin1.txt,0,,
d20001228_kosachev.txt,0,,
d20001228_putin.txt,0,,
d20001228_putin1.txt,0,,
d20001229_nikonov.txt,0,,
d20001229_putin.txt,0,,
d20001230_komoyedov.txt,0,,
d20001231_putin.txt,0,,
d20010101_bapilin.txt,0,,
d20010101_bug.txt,0,,
d20010101_kalinovsky.txt,0,,
d20010101_kalinovsky1.txt,0,,
d20010101_kobzev.txt,0,,
d20010101_kononov.txt,0,,
d20010101_konopatov.txt,0,,
d20010101_lutovinov.txt,0,,
d20010101_masyagin.txt,0,,
d20010101_nikonov.txt,0,,
d20010101_panov.txt,0,,
d20010101_pechurov.txt,0,,
d20010101_petrov.txt,0,,
d20010101_radaev.txt,0,,
d20010101_rakhmanov.txt,0,,
d20010101_ryzhikov.txt,0,,
d20010101_solovyev.txt,0,,
d20010101_ustinovich.txt,0,,
d20010101_vinogradov.txt,0,,
d20010101_vorobyev.txt,0,,
d20010101_zelenkov.txt,0,,
d20010103_nikonov.txt,0,,
d20010105_putin.txt,0,,
d20010107_putin.txt,0,,
d20010109_putin.txt,0,,
d20010109_putin1.txt,0,,
d20010109_putin2.txt,0,,
d20010110_putin.txt,0,,
d20010110_putin1.txt,0,,
d20010110_putin2.txt,0,,
d20010111_gareyev.txt,0,,
d20010111_kvashnin.txt,0,,
d20010111_putin.txt,0,,
d20010113_ozerov.txt,0,,
d20010113_putin.txt,0,,
d20010116_kuroyedov.txt,0,,
d20010116_putin.txt,0,,
d20010116_putin1.txt,0,,
d20010117_kuroyedov.txt,0,,
d20010118_putin.txt,0,,
d20010119_putin.txt,0,,
d20010119_putin1.txt,0,,
d20010119_putin2.txt,0,,
d20010120_gareyev.txt,0,,
d20010120_kuroyedov.txt,0,,
d20010120_nikonov.txt,0,,
d20010122_putin.txt,0,,
d20010123_kutugin.txt,1,99,99
d20010123_putin.txt,0,,
d20010124_putin.txt,0,,
d20010125_putin.txt,0,,
d20010126_gareyev.txt,0,,
d20010126_putin.txt,0,,
d20010127_zhirinovsky.txt,0,,
d20010129_putin.txt,0,,
d20010129_yavlinsky.txt,0,,
d20010130_arbatova.txt,0,,
d20010130_gareyev.txt,0,,
d20010130_putin.txt,0,,
d20010131_kuroyedov.txt,0,,
d20010131_putin.txt,0,,
d20010131_zatulin.txt,0,,
d20010201_glazyev.txt,0,,
d20010201_ivashov.txt,0,,
d20010201_zyuganov.txt,0,,
d20010202_putin.txt,0,,
d20010202_putin1.txt,0,,
d20010202_putin2.txt,0,,
d20010203_nikonov.txt,0,,
d20010205_putin.txt,0,,
d20010206_karaganov.txt,0,,
d20010206_putin.txt,0,,
d20010207_putin.txt,0,,
d20010207_putin1.txt,0,,
d20010208_putin.txt,0,,
d20010208_putin1.txt,0,,
d20010209_putin.txt,0,,
d20010209_putin1.txt,0,,
d20010210_putin.txt,0,,
d20010210_putin1.txt,0,,
d20010210_putin2.txt,0,,
d20010211_putin.txt,0,,
d20010212_putin.txt,0,,
d20010213_putin.txt,0,,
d20010215_putin.txt,0,,
d20010215_yavlinsky.txt,0,,
d20010216_putin.txt,0,,
d20010216_putin1.txt,0,,
d20010216_putin2.txt,0,,
d20010217_karasin.txt,0,,
d20010217_nikonov.txt,0,,
d20010217_putin.txt,0,,
d20010219_putin.txt,0,,
d20010220_putin.txt,0,,
d20010220_putin.txt,0,,
d20010220_sokerin.txt,0,,
d20010221_masorin.txt,0,,
d20010221_putin.txt,0,,
d20010221_putin1.txt,0,,
d20010221_slutskiy.txt,0,,
d20010222_putin.txt,0,,
d20010223_dzasokhov.txt,0,,
d20010223_putin.txt,0,,
d20010223_putin1.txt,0,,
d20010226_putin.txt,0,,
d20010227_putin.txt,0,,
d20010227_putin1.txt,0,,
d20010227_putin2.txt,0,,
d20010228_putin.txt,0,,
d20010301_azarov.txt,0,,
d20010301_barynkin.txt,0,,
d20010301_bulatov.txt,0,,
d20010301_gruzdev.txt,0,,
d20010301_ionin.txt,1,99,99
d20010301_kabakovich.txt,0,,
d20010301_kirillov.txt,0,,
d20010301_lomachenko.txt,0,,
d20010301_ozerov.txt,0,,
d20010301_putin.txt,0,,
d20010301_putin1.txt,0,,
d20010301_roldugin.txt,0,,
d20010301_storonin.txt,0,,
d20010301_tsygichko.txt,0,,
d20010301_tyushkevich.txt,0,,
d20010301_vorobyev.txt,0,,
d20010301_zhukovsky.txt,0,,
d20010301_zyuganov.txt,0,,
d20010302_putin.txt,0,,
d20010303_nikonov.txt,0,,
d20010306_putin.txt,0,,
d20010306_putin1.txt,0,,
d20010307_nikonov.txt,0,,
d20010307_putin.txt,0,,
d20010307_yavlinsky.txt,0,,
d20010308_zhirinovsky.txt,1,99,99
d20010312_putin.txt,0,,
d20010312_putin1.txt,0,,
d20010313_tregubov.txt,0,,
d20010316_putin.txt,0,,
d20010316_zyuganov.txt,0,,
d20010317_nikonov.txt,0,,
d20010319_putin.txt,0,,
d20010320_karaganov.txt,0,,
d20010321_mironov.txt,0,,
d20010321_putin.txt,0,,
d20010322_putin.txt,0,,
d20010322_putin.txt,0,,
d20010323_putin.txt,0,,
d20010323_putin1.txt,0,,
d20010325_putin.txt,0,,
d20010325_putin1.txt,0,,
d20010325_putin2.txt,0,,
d20010327_pavlovsky.txt,0,,
d20010328_putin.txt,0,,
d20010328_putin1.txt,0,,
d20010330_putin.txt,0,,
d20010331_govorov.txt,0,,
d20010331_klintsevich.txt,0,,
d20010331_klintsevich1.txt,0,,
d20010331_nikonov.txt,0,,
d20010403_kosachev.txt,1,0,1
d20010403_nikonov.txt,0,,
d20010403_putin.txt,1,1,1
d20010404_putin.txt,0,,
d20010406_poltavchenko.txt,0,,
d20010409_putin.txt,0,,
d20010409_putin1.txt,0,,
d20010410_azarov.txt,0,,
d20010410_putin.txt,0,,
d20010410_putin1.txt,0,,
d20010412_putin.txt,0,,
d20010412_yavlinsky.txt,0,,
d20010413_putin.txt,0,,
d20010413_slutskiy.txt,0,,
d20010414_nikonov.txt,0,,
d20010414_putin.txt,0,,
d20010414_putin1.txt,0,,
d20010414_putin2.txt,0,,
d20010416_putin.txt,0,,
d20010416_putin1.txt,0,,
d20010417_putin.txt,0,,
d20010420_poltavchenko.txt,0,,
d20010420_putin.txt,0,,
d20010423_putin.txt,0,,
